股票代码,股票名称,权重,自由现金流(万元),自由现金流率,企业价值(万元),经营活动现金流(万元),营业收入(万元),净利润(万元),ROE
002830,中小企业34,0.016386843344196305,77545.22257193009,0.026423331449137936,2934725.4232947985,194391.1471097188,1572575.9367666985,185586.0979667529,0.2297480290638178
002806,中小企业32,0.0037910737278977233,17939.98086401088,0.02640000017639582,679544.7251568951,37871.45375581833,417004.42550499685,35354.01916791004,0.22936709768037683
605422,示例公司71,0.0018418322933915798,8715.851621404721,0.026015038460767095,335031.2794866312,24073.62136685287,454365.84912537487,25952.861526840723,0.21845964204011908
602489,示例公司100,0.002433785680474808,11517.07185579686,0.025575126353668477,450323.16542767966,22471.338430445634,147473.93213145653,19792.755498285904,0.12647920222822007
002039,深圳公司50,0.03780304819913488,178890.20630306692,0.024783167617645166,7218213.953235758,331487.2218780049,2277586.697145634,320786.82620807725,0.2410381677340086
002039,深圳公司58,0.03780304819913488,178890.20630306692,0.024783167617645166,7218213.953235758,331487.2218780049,2277586.697145634,320786.82620807725,0.2410381677340086
002083,深圳公司17,0.002028683049288624,9600.059955458353,0.0247399786169508,388038.3287348839,14029.53189041546,129922.8677001786,13036.684932934986,0.18674306621345432
002025,深圳公司47,0.008052245552566305,38104.542800717965,0.024550369936872887,1552096.4815885602,58108.57703495269,611481.4660205988,51491.73822139925,0.10167307259643701
002952,深圳公司66,0.01804355875888915,85385.07084973794,0.02413456937987458,3537874.221237987,135837.5716890564,2007704.983594733,121287.18106827763,0.1204910727779435
607224,示例公司34,0.003211112738135799,15195.51061495261,0.023958959768480288,634230.816437339,43532.12979703259,606559.940066235,37210.84622759139,0.19219728782581041
604432,示例公司62,0.0015344023738460947,7261.042965723731,0.023931806354257013,303405.55402463925,16656.78447317119,146203.1276825758,15340.022002799209,0.24232709771274297
300155,创业公司33,0.03534186964422475,167243.50688567353,0.0233711054700629,7155994.700374924,245687.9333746351,1768629.736084148,204779.96355063375,0.149174353322888
002086,深圳公司69,0.004086079419022973,19335.996038977177,0.023153024336149627,835139.1057274194,51835.99417055845,486197.26682811434,44799.4098086396,0.12410198368331972
002547,深圳公司1,0.003417848047635037,16173.81590852662,0.022916004351393238,705786.91034082,44909.67133614337,300449.7313387193,38126.69279632002,0.15659250300271588
607201,示例公司43,0.001283104584354904,6071.860729180897,0.022493918558785055,269933.43615577003,12169.394920312763,96236.6883234089,10885.703540066757,0.16372800794920686
604814,示例公司53,0.010765907972124131,50946.03715626279,0.02233960015429796,2280525.91829676,102825.10095891939,645462.9477705202,88239.45285661935,0.21571018042435175
002170,中小企业13,0.003161785914400178,14962.088018238774,0.022283739618232823,671435.2381858121,26134.697263908372,225226.69780344292,23412.11911771304,0.2306162172001518
606820,示例公司61,0.0058287385993513715,27582.544270820952,0.022254096176911917,1239436.7334242568,65421.89107298287,394293.82463078824,57671.32375135182,0.10946003441204379
001765,深圳公司62,0.004082008182720191,19316.730282991663,0.02212289799657132,873155.5100053091,28671.895396464504,287501.2696325725,27947.048088698095,0.15705910190716468
002953,深圳公司41,0.0023634522889503834,11184.242744939957,0.02154910485098122,519011.94143712614,20363.78385664233,158529.10207600766,20871.932693320407,0.13123423860790415
002723,深圳公司56,0.00828176796355241,39190.680385078726,0.02151848150793327,1821256.7820192238,72477.01728624532,1538713.8508997264,77648.42834047317,0.23637545479016925
605741,示例公司51,0.004449323187545922,21054.9249556898,0.021437740482675553,982142.9162604559,50249.654047811855,375403.9198616132,46578.94027462039,0.12991061352496386
002869,深圳公司51,0.006978336947629111,33022.63165757767,0.02138663586450875,1544077.8936335156,47668.49390342734,453668.9951178648,45634.05061499522,0.23846010802221407
300516,创业公司21,0.009997593559702487,47310.24770828718,0.021368135307349944,2214055.977641343,78782.88397144685,609705.5573962383,81022.75733100456,0.20015212687052578
601525,示例公司76,0.004126031071659395,19525.053792855386,0.021255721194375195,918578.7494249884,29639.52999163092,215054.84791289616,26900.588724254252,0.1658929033161357
609928,示例公司19,0.028473965884603537,134743.46313374236,0.02115821376249219,6368376.113706073,268155.9281749417,2279644.8673038417,241933.51162259074,0.15268197312095344
002160,中小企业58,0.0014070300500512688,6658.296299345678,0.020636885441833924,322640.5611501994,11414.190231525385,111997.76749906516,10975.096177395322,0.22622080752216478
002346,中小企业5,0.001206932781049454,5711.4032989755615,0.020436948172884717,279464.5878954336,8851.148743165046,128215.79504346175,7585.016586503388,0.15582098140285247
002586,中小企业20,0.003472946082331185,16434.548819316413,0.01995791177436324,823460.3401958751,26823.22593985577,282983.2124518982,25024.9595470063,0.21367865245064382
605374,示例公司63,0.0013615216995081245,6442.943342243088,0.019761020567828688,326043.0462145422,14150.621038134066,111879.34995801332,13849.510235495152,0.12211426821519678
001330,深圳公司64,0.026306898714644405,124488.54688824591,0.019623909701725926,6343717.881931404,210390.5671794935,1532529.910215876,221621.5199345446,0.14948480908667638
605386,示例公司79,0.006841638429318726,32375.75191356729,0.01945805264235124,1663874.2071804323,72386.0431279254,484765.09613334434,70320.37130369006,0.12984583118867096
300462,创业公司27,0.012068243017527513,57108.899572031056,0.01931458081800515,2956776.5467006075,113207.67695270808,1178392.4039535073,112505.81936306079,0.1037407133085732
002345,中小企业3,0.0023824201932742995,11274.001970168778,0.019209371457783102,586901.1380692972,22466.966781120027,357962.999953388,20587.8045736687,0.15392064756263685
002847,中小企业31,0.0019844652399253347,9390.814050271018,0.01899326185419101,494428.7148970603,18494.396471903936,137139.4043467976,18530.371134192268,0.22019576420727532
002247,深圳公司59,0.03467384148065867,164082.2883678682,0.018978261091313207,8645802.03520187,260951.0855683057,4773566.743476224,244929.06342320747,0.10527266371802921
300172,创业公司4,0.014234603333380388,67360.47086829935,0.01888215180613288,3567414.962018303,177587.43474751926,1193165.8495947383,163579.3539302652,0.21852026933690705
002594,深圳公司67,0.002256421525020963,10677.755666457566,0.018641244188562098,572802.7356140331,29022.57630686587,207872.8947058063,25407.616522802033,0.19357447321700982
604752,示例公司75,0.005462157854103179,25847.824234522875,0.018459174225489858,1400269.8018219147,66372.65902343513,766517.9911768293,69953.78684186113,0.23822874535260596
300840,创业公司13,0.030340873353326712,143577.9745855535,0.018249339558979127,7867570.994639615,422637.1414862517,3726804.504274648,367712.2255129482,0.12706072552995876
603547,示例公司29,0.0009268062626359896,4385.7988025875875,0.01765004296466608,248486.57940196476,14344.872794698458,223379.79956603862,14405.648726890353,0.19426304305899933
606881,示例公司36,0.026584049491416583,125800.06968854129,0.017295260798124264,7273672.895535913,224516.22207111336,2117791.41325593,239967.2536561108,0.23250874419193807
609830,示例公司91,0.003383712080358643,16012.278928856056,0.016948131176771665,944781.3898680318,35663.936469103166,303779.92495686346,36324.44470070148,0.2331968617834681
604456,示例公司81,0.0018405694842614261,8709.875802083892,0.016820473148844762,517813.9595129101,16641.34282691692,292669.7229328943,16318.056781287942,0.1396555521338534
001006,深圳公司40,0.0074488063014913,35248.969579544595,0.016816444391951225,2096101.218424963,63344.130922348835,538664.6036637225,62765.04990763897,0.146715668261848
300512,创业公司39,0.04471503936687378,211598.87888016575,0.0167401117912768,12640230.932652973,386068.9734117702,3499717.9104339117,391790.0414487705,0.16824390347315707
300789,创业公司34,0.004156204958345525,19667.841559223143,0.016686057115546136,1178699.163201289,56420.51850229313,482726.7362938722,51507.727723858465,0.13559563746575057
604593,示例公司96,0.0018097620139382873,8564.089814330979,0.016457341768250453,520381.1122676472,16076.67548904188,125469.08875745187,15378.99097897194,0.2272308612150694
603340,示例公司87,0.004147626365778618,19627.246256272967,0.016234223462175835,1209004.3174533448,62282.82036335822,483713.4797866477,60272.870451981114,0.12857105466791632
001601,深圳公司36,0.009132945792919378,43218.59307333486,0.015995298038807042,2701956.09787826,109162.98641351433,1348642.9192402316,101774.0775617962,0.1601679520535269
002305,中小企业33,0.00986058833120078,46661.91656149279,0.01574560682099245,2963487.9806144987,111991.78677025404,722991.2740829851,97645.8805071047,0.1985701484837782
002645,中小企业15,0.003454026752992508,16345.019458861587,0.015734390882273394,1038808.5297458916,54333.73487545377,337255.5295394115,48533.3538705029,0.21042200911829156
001313,深圳公司5,0.028109453313690726,133018.53003662382,0.015732510053952438,8455010.013052935,279671.1333225927,2026225.8205055366,273982.5069955341,0.1485920872561075
001313,深圳公司61,0.028109453313690726,133018.53003662382,0.015732510053952438,8455010.013052935,279671.1333225927,2026225.8205055366,273982.5069955341,0.1485920872561075
002999,中小企业6,0.004656520758043781,22035.417743906397,0.015587093238454634,1413696.4093820404,58391.21871533426,389150.5973458791,53428.26921548416,0.1976870159680349
609785,示例公司41,0.006103552911574189,28883.010538768638,0.01470883958946768,1963649.8421976417,80161.41536997046,606778.7871884621,75634.45430383566,0.17661246256703017
002325,中小企业53,0.028143313721001408,133178.7630214722,0.014193398447781337,9383148.335576406,367809.03524473443,2599467.2862575883,331847.1756571526,0.1864574546773406
002884,中小企业16,0.012511283692293339,59205.44049889003,0.01396404516862177,4239848.824889867,131861.31103283903,1473853.1922752028,132931.37562346717,0.24729418976388018
001229,深圳公司76,0.0029366521208146544,13896.718089122105,0.013942708077339059,996701.5024655289,31624.2854449885,399887.3128937594,30953.486223199274,0.11509161619930254
608573,示例公司69,0.0013866177516694306,6561.701965221839,0.013869197665773764,473113.3064326227,13620.461301297379,121157.28666535577,13851.769842294407,0.14563744842613163
300761,创业公司36,0.006145671857008548,29082.324276600826,0.013712372012444438,2120882.0946666,73610.1209482746,561322.7423220575,65539.67211016467,0.15404916351819858
602084,示例公司80,0.001831903013223571,8668.864643837745,0.01297714539008293,668010.1349918179,21723.74528226376,245230.9269156412,20321.41745631929,0.21423508427507415
605040,示例公司90,0.001613749468056119,7636.526391769386,0.012790434842023825,597049.7865075759,24454.179564375834,417194.95466192556,23938.503180995336,0.18699776848299463
002993,中小企业25,0.009605531494955464,45454.94590096345,0.012571055883810982,3615841.526844247,114581.34034094976,1773906.9398161727,119542.74592995977,0.10616230407777535
001539,深圳公司45,0.004068323770602711,19251.97340693403,0.01180971217837842,1630181.4232341014,56219.50302551799,495297.9587012275,55476.974960825086,0.10578472955456769
